Ticket_ID,Subject,Description,Category,Priority,Timestamp
1528,API Error,Integration with Zapier is failing.,Technical Issue,Critical,2025-06-21 00:59:07.454948
1529,Connection Failed,API returns 500 error when calling /api/payments.,Technical Issue,Medium,2025-08-16 20:41:07.454948
1530,Account Locked,I can't reset my password.,Account Management,Critical,2025-07-23 05:10:07.454948
1531,Login Error,The screen goes blank when I open billing.,Bug Report,Medium,2025-09-01 00:35:07.454948
1532,Account Locked,How do I delete my account permanently?,Account Management,Medium,2025-09-06 21:29:07.454948
1533,Slow Performance,SSL certificate error on your domain.,Technical Issue,Critical,2025-08-04 09:17:07.454948
1534,Connection Failed,I can't connect to the database despite correct settings.,Technical Issue,Critical,2025-09-07 23:55:07.454948
1535,Connection Failed,I can't connect to the database despite correct settings.,Technical Issue,High,2025-05-10 00:58:07.454948
1536,Account Locked,How do I delete my account permanently?,Account Management,Low,2025-06-25 07:39:07.454948
1537,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,Medium,2025-06-18 03:26:07.454948
1538,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,Medium,2025-07-05 05:29:07.454948
1539,UX Improvement,Can you add dark mode to the dashboard?,Feature Request,High,2025-04-03 05:55:07.454948
1540,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-05-22 20:27:07.454948
1541,2FA Issue,I can't reset my password.,Account Management,Medium,2025-06-17 09:19:07.454948
1542,Login Error,The export is not working after the latest update.,Bug Report,Critical,2025-05-20 07:02:07.454948
1543,2FA Issue,How do I delete my account permanently?,Account Management,Critical,2025-04-25 21:46:07.454948
1544,UX Improvement,Please consider adding dark mode support.,Feature Request,Medium,2025-07-14 13:24:07.454948
1545,2FA Issue,My account is locked without reason.,Account Management,Low,2025-08-19 16:28:07.454948
1546,Slow Performance,I can't connect to the API gateway despite correct settings.,Technical Issue,Medium,2025-07-24 07:56:07.454948
1547,Connection Failed,API returns 500 error when calling /api/payments.,Technical Issue,High,2025-04-30 08:56:07.454948
1548,Password Reset,How do I delete my account permanently?,Account Management,Medium,2025-09-18 08:23:07.454948
1549,Connection Failed,SSL certificate error on your domain.,Technical Issue,High,2025-09-13 10:03:07.454948
1550,Double Charge,My invoice doesn't match the plan I selected.,Billing Inquiry,Critical,2025-04-05 07:08:07.454948
1551,Connection Failed,SSL certificate error on your domain.,Technical Issue,Low,2025-09-16 00:33:07.454948
1552,Feature Broken,App crashes when I click on Save.,Bug Report,High,2025-04-04 08:57:07.454948
1553,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-07-06 20:36:07.454948
1554,Connection Failed,SSL certificate error on your domain.,Technical Issue,Critical,2025-08-07 05:05:07.454948
1555,UX Improvement,Can you add notifications to the dashboard?,Feature Request,High,2025-08-27 00:58:07.454948
1556,App Crash,Login fails even with correct credentials.,Bug Report,Critical,2025-05-12 19:00:07.454948
1557,UX Improvement,Can you add export to the dashboard?,Feature Request,High,2025-07-20 15:25:07.454948
1558,UX Improvement,I suggest improving the user management for better usability.,Feature Request,Low,2025-08-07 02:34:07.454948
1559,API Error,API returns 500 error when calling /api/logs.,Technical Issue,Critical,2025-05-31 17:00:07.454948
1560,Login Error,Error message 'Connection lost' appears when I try to log in.,Bug Report,Critical,2025-08-09 15:11:07.454948
1561,API Error,SSL certificate error on your domain.,Technical Issue,Critical,2025-09-06 02:36:07.454948
1562,API Error,API returns 500 error when calling /api/payments.,Technical Issue,Medium,2025-08-08 16:00:07.454948
1563,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,Critical,2025-05-21 05:07:07.454948
1564,UX Improvement,Please consider adding dark mode support.,Feature Request,Low,2025-06-08 18:44:07.454948
1565,Invoice Question,Refund request for unused service period.,Billing Inquiry,High,2025-06-04 00:51:07.454948
1566,API Error,API returns 500 error when calling /api/logs.,Technical Issue,Critical,2025-04-24 11:08:07.454948
1567,Password Reset,Two-factor authentication not working.,Account Management,Medium,2025-09-10 15:28:07.454948
1568,UX Improvement,Add export to PDF functionality.,Feature Request,Medium,2025-06-16 06:47:07.454948
1569,Double Charge,My invoice doesn't match the plan I selected.,Billing Inquiry,Low,2025-08-16 10:36:07.454948
1570,Slow Performance,I can't connect to the cloud storage despite correct settings.,Technical Issue,High,2025-08-04 00:35:07.454948
1571,Login Error,The dark mode is not working after the latest update.,Bug Report,Low,2025-09-17 19:52:07.454948
1572,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,Medium,2025-07-26 03:58:07.454948
1573,2FA Issue,How do I delete my account permanently?,Account Management,High,2025-04-02 20:24:07.454948
1574,Feature Broken,App crashes when I click on Delete.,Bug Report,Low,2025-09-22 16:50:07.454948
1575,New Feature Suggestion,It would be great if we could upload file.,Feature Request,High,2025-04-10 04:45:07.454948
1576,Invoice Question,Refund request for unused service period.,Billing Inquiry,High,2025-06-05 20:26:07.454948
1577,2FA Issue,Two-factor authentication not working.,Account Management,Critical,2025-04-09 14:53:07.454948
1578,Refund Request,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-05-01 03:43:07.454948
1579,UX Improvement,Can you add export to the dashboard?,Feature Request,High,2025-08-13 00:37:07.454948
1580,Feature Broken,Login fails even with correct credentials.,Bug Report,Critical,2025-09-26 19:06:07.454948
1581,UX Improvement,It would be great if we could log in.,Feature Request,High,2025-07-15 03:19:07.454948
1582,Password Reset,Email not updating in profile settings.,Account Management,Critical,2025-08-29 03:21:07.454948
1583,New Feature Suggestion,Can you add dark mode to the dashboard?,Feature Request,High,2025-07-23 00:24:07.454948
1584,Feature Broken,The screen goes blank when I open dashboard.,Bug Report,Critical,2025-06-27 14:19:07.454948
1585,Slow Performance,API returns 500 error when calling /api/payments.,Technical Issue,High,2025-04-21 03:07:07.454948
1586,Password Reset,Two-factor authentication not working.,Account Management,Critical,2025-08-19 20:19:07.454948
1587,Slow Performance,Server response time is too slow for search query.,Technical Issue,High,2025-04-21 04:39:07.454948
1588,Login Error,Login fails even with correct credentials.,Bug Report,High,2025-04-24 06:04:07.454948
1589,Password Reset,Email not updating in profile settings.,Account Management,Critical,2025-04-24 04:03:07.454948
1590,New Feature Suggestion,I suggest improving the checkout for better usability.,Feature Request,Low,2025-09-22 01:20:07.454948
1591,App Crash,Login fails even with correct credentials.,Bug Report,Low,2025-06-27 00:33:07.454948
1592,Account Locked,Two-factor authentication not working.,Account Management,Medium,2025-05-08 02:10:07.454948
1593,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,High,2025-06-22 19:34:07.454948
1594,App Crash,The export is not working after the latest update.,Bug Report,High,2025-05-17 12:04:07.454948
1595,UX Improvement,Can you add notifications to the dashboard?,Feature Request,Low,2025-09-07 05:25:07.454948
1596,API Error,Integration with Salesforce is failing.,Technical Issue,Medium,2025-05-05 08:17:07.454948
1597,New Feature Suggestion,I suggest improving the checkout for better usability.,Feature Request,Medium,2025-09-15 16:28:07.454948
1598,Slow Performance,Server response time is too slow for search query.,Technical Issue,High,2025-08-09 14:18:07.454948
1599,UX Improvement,Please consider adding dark mode support.,Feature Request,Critical,2025-09-18 03:11:07.454948
1600,App Crash,The screen goes blank when I open profile.,Bug Report,Critical,2025-09-19 11:09:07.454948
1601,Invoice Question,Refund request for unused service period.,Billing Inquiry,High,2025-09-20 08:44:07.454948
1602,Feature Broken,The notifications is not working after the latest update.,Bug Report,High,2025-06-23 14:01:07.454948
1603,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-04-21 05:51:07.454948
1604,Login Error,Login fails even with correct credentials.,Bug Report,High,2025-07-15 18:58:07.454948
1605,Slow Performance,I can't connect to the API gateway despite correct settings.,Technical Issue,High,2025-05-16 15:00:07.454948
1606,API Error,Integration with Google Workspace is failing.,Technical Issue,Medium,2025-06-16 12:33:07.454948
1607,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,Critical,2025-07-20 04:03:07.454948
1608,Account Locked,Two-factor authentication not working.,Account Management,Medium,2025-06-12 06:29:07.454948
1609,API Error,Integration with Slack is failing.,Technical Issue,Medium,2025-09-12 10:24:07.454948
1610,Refund Request,I was charged twice for my subscription.,Billing Inquiry,High,2025-06-08 07:28:07.454948
1611,Account Locked,My account is locked without reason.,Account Management,Low,2025-06-16 17:29:07.454948
1612,Login Error,App crashes when I click on Refresh.,Bug Report,Medium,2025-08-15 02:02:07.454948
1613,New Feature Suggestion,I suggest improving the reporting for better usability.,Feature Request,High,2025-08-13 06:41:07.454948
1614,New Feature Suggestion,I suggest improving the onboarding for better usability.,Feature Request,Critical,2025-04-03 07:55:07.454948
1615,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,Medium,2025-05-06 02:35:07.454948
1616,Feature Broken,App crashes when I click on Submit.,Bug Report,Critical,2025-07-23 03:14:07.454948
1617,Feature Broken,The search is not working after the latest update.,Bug Report,High,2025-04-01 07:58:07.454948
1618,Account Locked,My account is locked without reason.,Account Management,Medium,2025-04-10 07:40:07.454948
1619,App Crash,The screen goes blank when I open settings.,Bug Report,High,2025-09-13 21:07:07.454948
1620,New Feature Suggestion,It would be great if we could sync data.,Feature Request,Medium,2025-08-07 16:26:07.454948
1621,App Crash,Login fails even with correct credentials.,Bug Report,High,2025-07-27 11:19:07.454948
1622,Refund Request,Refund request for unused service period.,Billing Inquiry,Critical,2025-07-27 15:52:07.454948
1623,Feature Broken,App crashes when I click on Delete.,Bug Report,High,2025-09-11 21:09:07.454948
1624,Refund Request,I was charged twice for my subscription.,Billing Inquiry,Medium,2025-06-06 01:54:07.454948
1625,New Feature Suggestion,It would be great if we could sync data.,Feature Request,High,2025-05-03 21:05:07.454948
1626,Password Reset,I can't reset my password.,Account Management,High,2025-04-06 16:47:07.454948
1627,Refund Request,I was charged twice for my subscription.,Billing Inquiry,High,2025-08-05 19:42:07.454948
1628,Password Reset,Two-factor authentication not working.,Account Management,High,2025-08-24 09:59:07.454948
1629,Slow Performance,SSL certificate error on your domain.,Technical Issue,Low,2025-04-26 08:28:07.454948
1630,API Error,Server response time is too slow for data export.,Technical Issue,Medium,2025-06-30 07:04:07.454948
1631,UX Improvement,Please consider adding dark mode support.,Feature Request,Critical,2025-08-15 14:24:07.454948
1632,New Feature Suggestion,Can you add search to the dashboard?,Feature Request,High,2025-05-26 09:25:07.454948
1633,Refund Request,Billing cycle date seems incorrect.,Billing Inquiry,Medium,2025-04-07 14:09:07.454948
1634,Double Charge,I was charged twice for my subscription.,Billing Inquiry,Critical,2025-07-31 00:31:07.454948
1635,API Error,SSL certificate error on your domain.,Technical Issue,High,2025-08-22 11:03:07.454948
1636,Slow Performance,Server response time is too slow for file upload.,Technical Issue,Medium,2025-07-07 20:47:07.454948
1637,App Crash,Login fails even with correct credentials.,Bug Report,Low,2025-06-25 03:52:07.454948
1638,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-04-10 11:59:07.454948
1639,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-09-05 22:16:07.454948
1640,Double Charge,Refund request for unused service period.,Billing Inquiry,Critical,2025-04-28 00:15:07.454948
1641,New Feature Suggestion,It would be great if we could upload file.,Feature Request,Medium,2025-05-19 03:45:07.454948
1642,Connection Failed,API returns 500 error when calling /api/logs.,Technical Issue,High,2025-05-29 11:38:07.454948
1643,Login Error,The screen goes blank when I open billing.,Bug Report,Low,2025-06-01 02:06:07.454948
1644,Feature Broken,The notifications is not working after the latest update.,Bug Report,Critical,2025-06-05 07:22:07.454948
1645,UX Improvement,Add export to PDF functionality.,Feature Request,Critical,2025-08-27 12:34:07.454948
1646,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Medium,2025-08-03 20:26:07.454948
1647,Slow Performance,I can't connect to the cloud storage despite correct settings.,Technical Issue,High,2025-05-15 15:14:07.454948
1648,API Error,Server response time is too slow for login.,Technical Issue,Medium,2025-07-10 22:04:07.454948
1649,Account Locked,Two-factor authentication not working.,Account Management,High,2025-05-17 22:14:07.454948
1650,Slow Performance,SSL certificate error on your domain.,Technical Issue,High,2025-05-03 09:06:07.454948
1651,Refund Request,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-09-04 17:20:07.454948
1652,Connection Failed,SSL certificate error on your domain.,Technical Issue,Low,2025-06-05 11:28:07.454948
1653,Feature Broken,The screen goes blank when I open settings.,Bug Report,Critical,2025-05-07 10:25:07.454948
1654,Feature Broken,The export is not working after the latest update.,Bug Report,Critical,2025-04-30 11:08:07.454948
1655,App Crash,The screen goes blank when I open settings.,Bug Report,Critical,2025-09-19 17:49:07.454948
1656,Account Locked,I can't reset my password.,Account Management,Critical,2025-07-30 12:01:07.454948
1657,App Crash,The search is not working after the latest update.,Bug Report,High,2025-06-06 19:27:07.454948
1658,New Feature Suggestion,Add export to PDF functionality.,Feature Request,High,2025-06-12 12:02:07.454948
1659,Connection Failed,API returns 500 error when calling /api/logs.,Technical Issue,High,2025-06-26 18:06:07.454948
1660,2FA Issue,Two-factor authentication not working.,Account Management,Critical,2025-05-10 03:28:07.454948
1661,2FA Issue,How do I delete my account permanently?,Account Management,High,2025-04-04 07:52:07.454948
1662,Login Error,Error message 'Timeout' appears when I try to log in.,Bug Report,High,2025-06-18 05:14:07.454948
1663,UX Improvement,It would be great if we could upload file.,Feature Request,High,2025-09-04 16:48:07.454948
1664,Password Reset,I can't reset my password.,Account Management,High,2025-05-07 20:05:07.454948
1665,Double Charge,Refund request for unused service period.,Billing Inquiry,Critical,2025-07-17 13:15:07.454948
1666,Connection Failed,I can't connect to the cloud storage despite correct settings.,Technical Issue,High,2025-07-11 09:17:07.454948
1667,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Low,2025-05-07 01:45:07.454948
1668,New Feature Suggestion,Can you add export to the dashboard?,Feature Request,Critical,2025-07-08 22:09:07.454948
1669,API Error,Integration with Google Workspace is failing.,Technical Issue,Medium,2025-09-18 17:33:07.454948
1670,App Crash,Error message '404' appears when I try to upload file.,Bug Report,Low,2025-09-20 18:16:07.454948
1671,Connection Failed,Server response time is too slow for login.,Technical Issue,Low,2025-09-11 19:33:07.454948
1672,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-06-02 18:21:07.454948
1673,Slow Performance,I can't connect to the database despite correct settings.,Technical Issue,High,2025-09-19 16:47:07.454948
1674,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-06-15 09:42:07.454948
1675,Double Charge,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-06-28 04:59:07.454948
1676,Slow Performance,I can't connect to the cloud storage despite correct settings.,Technical Issue,High,2025-07-15 13:14:07.454948
1677,Refund Request,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-06-25 15:51:07.454948
1678,API Error,SSL certificate error on your domain.,Technical Issue,High,2025-06-16 06:26:07.454948
1679,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-05-05 12:58:07.454948
1680,Password Reset,Email not updating in profile settings.,Account Management,Medium,2025-04-02 01:10:07.454948
1681,Invoice Question,I was charged twice for my subscription.,Billing Inquiry,High,2025-07-28 09:26:07.454948
1682,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Medium,2025-04-28 16:16:07.454948
1683,Account Locked,I can't reset my password.,Account Management,High,2025-08-29 15:19:07.454948
1684,New Feature Suggestion,I suggest improving the onboarding for better usability.,Feature Request,High,2025-06-04 09:06:07.454948
1685,App Crash,Error message '500' appears when I try to upload file.,Bug Report,Critical,2025-08-24 17:23:07.454948
1686,Password Reset,My account is locked without reason.,Account Management,Critical,2025-07-05 00:31:07.454948
1687,Double Charge,I was charged twice for my subscription.,Billing Inquiry,Critical,2025-06-04 13:48:07.454948
1688,Double Charge,How do I upgrade my billing plan?,Billing Inquiry,Critical,2025-09-18 16:30:07.454948
1689,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-09-02 15:45:07.454948
1690,UX Improvement,It would be great if we could reset password.,Feature Request,High,2025-07-07 21:13:07.454948
1691,Slow Performance,API returns 500 error when calling /api/logs.,Technical Issue,Medium,2025-07-07 03:27:07.454948
1692,Invoice Question,Refund request for unused service period.,Billing Inquiry,Critical,2025-06-15 03:35:07.454948
1693,Refund Request,Refund request for unused service period.,Billing Inquiry,High,2025-08-09 22:34:07.454948
1694,Account Locked,Email not updating in profile settings.,Account Management,High,2025-05-18 14:04:07.454948
1695,API Error,API returns 500 error when calling /api/logs.,Technical Issue,Critical,2025-07-24 02:18:07.454948
1696,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,Low,2025-09-18 14:49:07.454948
1697,2FA Issue,My account is locked without reason.,Account Management,Critical,2025-09-23 07:16:07.454948
1698,UX Improvement,Please consider adding dark mode support.,Feature Request,Medium,2025-07-07 05:20:07.454948
1699,Account Locked,How do I delete my account permanently?,Account Management,High,2025-06-17 13:49:07.454948
1700,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-07-01 08:19:07.454948
1701,API Error,Server response time is too slow for search query.,Technical Issue,High,2025-09-13 21:08:07.454948
1702,Account Locked,I can't reset my password.,Account Management,Medium,2025-08-02 06:01:07.454948
1703,Password Reset,Email not updating in profile settings.,Account Management,High,2025-05-03 01:18:07.454948
1704,UX Improvement,Add export to PDF functionality.,Feature Request,High,2025-09-21 03:01:07.454948
1705,Account Locked,My account is locked without reason.,Account Management,High,2025-05-16 03:20:07.454948
1706,Account Locked,I can't reset my password.,Account Management,Critical,2025-06-27 17:20:07.454948
1707,Login Error,The export is not working after the latest update.,Bug Report,Critical,2025-09-06 08:35:07.454948
1708,Account Locked,Email not updating in profile settings.,Account Management,High,2025-05-13 04:00:07.454948
1709,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Critical,2025-05-05 04:09:07.454948
1710,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,Critical,2025-09-27 00:36:07.454948
1711,UX Improvement,Can you add dark mode to the dashboard?,Feature Request,High,2025-08-05 14:34:07.454948
1712,UX Improvement,Please consider adding dark mode support.,Feature Request,Medium,2025-06-16 23:54:07.454948
1713,2FA Issue,Email not updating in profile settings.,Account Management,Medium,2025-09-15 12:19:07.454948
1714,Connection Failed,Integration with Salesforce is failing.,Technical Issue,Critical,2025-05-16 12:28:07.454948
1715,Connection Failed,API returns 500 error when calling /api/users.,Technical Issue,High,2025-05-20 07:18:07.454948
1716,Account Locked,I can't reset my password.,Account Management,Medium,2025-08-13 17:25:07.454948
1717,Connection Failed,SSL certificate error on your domain.,Technical Issue,High,2025-06-29 22:21:07.454948
1718,Refund Request,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-09-11 08:25:07.454948
1719,UX Improvement,Please consider adding dark mode support.,Feature Request,Critical,2025-09-05 01:02:07.454948
1720,UX Improvement,I suggest improving the onboarding for better usability.,Feature Request,High,2025-06-14 15:57:07.454948
1721,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-07-10 02:42:07.454948
1722,Login Error,The screen goes blank when I open dashboard.,Bug Report,Medium,2025-06-09 12:00:07.454948
1723,New Feature Suggestion,I suggest improving the reporting for better usability.,Feature Request,High,2025-08-05 18:24:07.454948
1724,Slow Performance,API returns 500 error when calling /api/payments.,Technical Issue,Critical,2025-04-09 05:19:07.454948
1725,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,Critical,2025-09-14 10:39:07.454948
1726,Feature Broken,Login fails even with correct credentials.,Bug Report,High,2025-07-16 16:15:07.454948
1727,Login Error,The screen goes blank when I open billing.,Bug Report,High,2025-08-14 01:57:07.454948
1728,Account Locked,Two-factor authentication not working.,Account Management,High,2025-05-28 01:15:07.454948
1729,Account Locked,My account is locked without reason.,Account Management,Medium,2025-05-01 11:05:07.454948
1730,Refund Request,Billing cycle date seems incorrect.,Billing Inquiry,Critical,2025-06-29 08:59:07.454948
1731,2FA Issue,My account is locked without reason.,Account Management,High,2025-06-22 04:41:07.454948
1732,Connection Failed,SSL certificate error on your domain.,Technical Issue,High,2025-07-14 14:42:07.454948
1733,Feature Broken,Error message 'Timeout' appears when I try to reset password.,Bug Report,Low,2025-06-11 23:18:07.454948
1734,2FA Issue,My account is locked without reason.,Account Management,High,2025-06-18 21:00:07.454948
1735,App Crash,Login fails even with correct credentials.,Bug Report,High,2025-06-09 17:32:07.454948
1736,Refund Request,How do I upgrade my billing plan?,Billing Inquiry,Medium,2025-07-08 11:34:07.454948
1737,Feature Broken,The screen goes blank when I open settings.,Bug Report,Low,2025-04-01 23:26:07.454948
1738,Password Reset,Two-factor authentication not working.,Account Management,Critical,2025-07-25 07:23:07.454948
1739,Connection Failed,Server response time is too slow for data export.,Technical Issue,High,2025-08-20 06:44:07.454948
1740,2FA Issue,How do I delete my account permanently?,Account Management,High,2025-05-19 09:04:07.454948
1741,Invoice Question,I was charged twice for my subscription.,Billing Inquiry,High,2025-09-25 20:51:07.454948
1742,Refund Request,I was charged twice for my subscription.,Billing Inquiry,High,2025-08-11 06:46:07.454948
1743,Slow Performance,SSL certificate error on your domain.,Technical Issue,Low,2025-04-01 14:21:07.454948
1744,Double Charge,I was charged twice for my subscription.,Billing Inquiry,Critical,2025-05-21 09:38:07.454948
1745,Slow Performance,Integration with Salesforce is failing.,Technical Issue,High,2025-07-10 09:39:07.454948
1746,API Error,I can't connect to the database despite correct settings.,Technical Issue,Medium,2025-09-25 13:03:07.454948
1747,Login Error,Login fails even with correct credentials.,Bug Report,High,2025-04-24 08:31:07.454948
1748,New Feature Suggestion,I suggest improving the user management for better usability.,Feature Request,High,2025-09-24 23:29:07.454948
1749,Refund Request,How do I upgrade my billing plan?,Billing Inquiry,High,2025-04-14 11:33:07.454948
1750,Slow Performance,API returns 500 error when calling /api/logs.,Technical Issue,Critical,2025-04-04 10:05:07.454948
1751,Slow Performance,I can't connect to the email server despite correct settings.,Technical Issue,High,2025-09-21 22:52:07.454948
1752,Password Reset,Email not updating in profile settings.,Account Management,High,2025-09-21 05:01:07.454948
1753,Refund Request,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-08-01 08:44:07.454948
1754,API Error,API returns 500 error when calling /api/users.,Technical Issue,Critical,2025-08-01 06:09:07.454948
1755,2FA Issue,Two-factor authentication not working.,Account Management,Medium,2025-09-22 06:07:07.454948
1756,Slow Performance,Server response time is too slow for login.,Technical Issue,Critical,2025-05-13 07:25:07.454948
1757,New Feature Suggestion,It would be great if we could sync data.,Feature Request,High,2025-06-29 10:49:07.454948
1758,New Feature Suggestion,I suggest improving the onboarding for better usability.,Feature Request,High,2025-09-18 22:19:07.454948
1759,2FA Issue,My account is locked without reason.,Account Management,Medium,2025-07-06 00:01:07.454948
1760,Refund Request,I was charged twice for my subscription.,Billing Inquiry,High,2025-07-11 03:15:07.454948
1761,New Feature Suggestion,I suggest improving the reporting for better usability.,Feature Request,Medium,2025-08-12 13:53:07.454948
1762,Password Reset,Email not updating in profile settings.,Account Management,Low,2025-08-17 18:39:07.454948
1763,API Error,I can't connect to the database despite correct settings.,Technical Issue,Medium,2025-06-20 01:24:07.454948
1764,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-09-13 10:49:07.454948
1765,Password Reset,Email not updating in profile settings.,Account Management,Critical,2025-04-02 17:15:07.454948
1766,Slow Performance,API returns 500 error when calling /api/payments.,Technical Issue,Low,2025-06-09 11:05:07.454948
1767,UX Improvement,I suggest improving the user management for better usability.,Feature Request,High,2025-09-03 12:27:07.454948
1768,UX Improvement,I suggest improving the user management for better usability.,Feature Request,High,2025-07-04 11:06:07.454948
1769,Double Charge,Refund request for unused service period.,Billing Inquiry,Medium,2025-06-17 22:33:07.454948
1770,UX Improvement,Can you add notifications to the dashboard?,Feature Request,Medium,2025-09-15 14:50:07.454948
1771,API Error,I can't connect to the database despite correct settings.,Technical Issue,High,2025-09-02 13:25:07.454948
1772,Account Locked,How do I delete my account permanently?,Account Management,Medium,2025-06-09 09:56:07.454948
1773,UX Improvement,It would be great if we could log in.,Feature Request,High,2025-06-08 14:33:07.454948
1774,Account Locked,Two-factor authentication not working.,Account Management,High,2025-07-30 02:53:07.454948
1775,Double Charge,Refund request for unused service period.,Billing Inquiry,Critical,2025-03-31 17:02:07.454948
1776,Account Locked,My account is locked without reason.,Account Management,Critical,2025-05-03 00:55:07.454948
1777,Account Locked,Email not updating in profile settings.,Account Management,High,2025-05-09 04:04:07.454948
1778,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-06-13 05:17:07.454948
1779,Invoice Question,I was charged twice for my subscription.,Billing Inquiry,High,2025-08-10 07:01:07.454948
1780,API Error,API returns 500 error when calling /api/users.,Technical Issue,Critical,2025-07-11 09:52:07.454948
1781,Login Error,Login fails even with correct credentials.,Bug Report,High,2025-07-04 02:18:07.454948
1782,New Feature Suggestion,I suggest improving the checkout for better usability.,Feature Request,Medium,2025-09-01 00:18:07.454948
1783,New Feature Suggestion,It would be great if we could sync data.,Feature Request,Low,2025-04-13 10:40:07.454948
1784,Login Error,App crashes when I click on Refresh.,Bug Report,High,2025-09-13 06:39:07.454948
1785,API Error,API returns 500 error when calling /api/users.,Technical Issue,Medium,2025-06-19 06:01:07.454948
1786,API Error,Integration with Zapier is failing.,Technical Issue,High,2025-07-13 23:34:07.454948
1787,UX Improvement,It would be great if we could sync data.,Feature Request,High,2025-09-22 04:51:07.454948
1788,2FA Issue,Email not updating in profile settings.,Account Management,High,2025-08-24 17:15:07.454948
1789,Feature Broken,Error message '500' appears when I try to upload file.,Bug Report,Critical,2025-05-16 08:31:07.454948
1790,New Feature Suggestion,I suggest improving the onboarding for better usability.,Feature Request,Medium,2025-06-27 03:57:07.454948
1791,Invoice Question,Refund request for unused service period.,Billing Inquiry,Critical,2025-06-27 10:00:07.454948
1792,App Crash,App crashes when I click on Save.,Bug Report,Low,2025-08-10 22:58:07.454948
1793,Slow Performance,Server response time is too slow for data export.,Technical Issue,Critical,2025-05-14 04:25:07.454948
1794,App Crash,The screen goes blank when I open billing.,Bug Report,High,2025-07-24 11:38:07.454948
1795,API Error,API returns 500 error when calling /api/users.,Technical Issue,High,2025-06-12 10:59:07.454948
1796,Login Error,Error message 'Connection lost' appears when I try to sync data.,Bug Report,High,2025-06-07 19:21:07.454948
1797,Invoice Question,I was charged twice for my subscription.,Billing Inquiry,Critical,2025-06-24 18:21:07.454948
1798,New Feature Suggestion,It would be great if we could sync data.,Feature Request,Critical,2025-09-18 20:03:07.454948
1799,UX Improvement,Please consider adding dark mode support.,Feature Request,Medium,2025-06-13 17:00:07.454948
1800,Invoice Question,Refund request for unused service period.,Billing Inquiry,High,2025-07-20 16:32:07.454948
1801,2FA Issue,Two-factor authentication not working.,Account Management,Low,2025-05-06 09:49:07.454948
1802,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Low,2025-05-08 04:43:07.454948
1803,Password Reset,My account is locked without reason.,Account Management,Critical,2025-09-20 14:58:07.454948
1804,Feature Broken,Error message '500' appears when I try to reset password.,Bug Report,Critical,2025-08-11 01:18:07.454948
1805,2FA Issue,I can't reset my password.,Account Management,High,2025-09-01 16:59:07.454948
1806,2FA Issue,My account is locked without reason.,Account Management,High,2025-09-22 23:12:07.454948
1807,Password Reset,My account is locked without reason.,Account Management,Low,2025-06-25 01:50:07.454948
1808,Connection Failed,Integration with Zapier is failing.,Technical Issue,Medium,2025-06-02 16:43:07.454948
1809,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,Critical,2025-05-24 07:37:07.454948
1810,Account Locked,How do I delete my account permanently?,Account Management,Medium,2025-07-25 13:32:07.454948
1811,Feature Broken,The notifications is not working after the latest update.,Bug Report,Low,2025-07-31 06:07:07.454948
1812,UX Improvement,Add export to PDF functionality.,Feature Request,Medium,2025-08-15 04:09:07.454948
1813,Connection Failed,I can't connect to the email server despite correct settings.,Technical Issue,Low,2025-05-18 16:40:07.454948
